Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"19726643","21949391","10000","10000","10000"," 36 months"," 10.99%","327.34","B","B3","Communications specialist","< 1 year","MORTGAGE","40000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19726643","","car","Car financing","TALLAHASSEE","FL","0","3","20463","22.2","29.7","19.26","0","0","2000-11-16 04:00","690","694","1","34","","1","","9","2","17","0","48887","9127","23%","29100","32","w","9526.33","9526.33","654.68","654.68","473.67","181.01","0.0","0.0","0.0","2014-08-28","327.34","2014-09-23","2014-08-21","709","705","33800","23","","0","1","0","0","0","34","17","1","9","265680","236239","13896","13","6","9","96.7","0","0","0","6","163","8","143","9","39600","8","13","0","1"
"19637576","21860279","20000","20000","20000"," 36 months"," 10.15%","646.76","B","B2","Sales Development Manager","5 years","MORTGAGE","80000","Source Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19637576","","credit_card","Credit card refinancing","LAREDO","TX","0","4","808","50","90.8","15.36","1","0","1998-09-16 05:00","700","704","1","10","","3","10","13","1","7","0","35527","7992","77.6%","8800","34","w","19040.77","19040.77","1293.52","1293.52","959.23","334.29","0.0","0.0","0.0","2014-08-28","646.76","2014-09-23","2014-08-21","724","720","48793","16","10","0","0","0","0","0","","7","0","13","324197","289006","41287","8","1","2","88.2","0","0","0","17","189","1","178","13","10300","1","3","0","1"
"19716699","21939446","17000","17000","17000"," 60 months"," 10.99%","369.54","B","B3","RN  UR/QA","3 years","RENT","60255","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19716699","","debt_consolidation","Debt consolidation","MEADVILLE","PA","0","2","7275","66.7","74.6","20.51","0","0","1990-05-16 05:00","720","724","0","77","","16","77","53","0","10","0","86436","21325","74.6%","28600","19","w","16570.34","16570.34","739.08","739.08","429.66","309.42","0.0","0.0","0.0","2014-08-28","369.54","2014-09-23","2014-08-21","754","750","86151","9","","0","0","0","0","0","","10","1","10","114751","86436","9604","6","3","3","94.7","0","0","0","10","175","3","289","53","28600","3","4","0","1"
"18965221","21197961","10000","10000","10000"," 36 months"," 16.99%","356.48","D","D3","Technical Program Manager","3 years","MORTGAGE","155000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=18965221","","home_improvement","Home improvement","Harrah","OK","0","4","4141","16.7","20.4","6.97","1","0","1990-02-16 04:00","670","674","2","21","","3","21","19","5","15","0","20813","14231","55.8%","5200","39","f","9567.16","9567.16","712.96","712.96","432.84","280.12","0.0","0.0","0.0","2014-08-25","356.48","2014-10-20","2014-08-21","674","670","0","29","47","0","7","0","0","0","47","15","3","3","321048","256470","18319","18","5","6","74.4","0","0","0","3","150","9","292","3","25500","9","12","0","1"
"15641546","17733956","16000","16000","16000"," 60 months"," 16.99%","397.56","D","D3","FTC Financial and Statutory SME","10+ years","MORTGAGE","123960","Source Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=15641546","","debt_consolidation","Debt consolidation","FRAMINGHAM","MA","0","3","3122","80","83.3","10.03","2","0","2000-07-26 05:00","670","674","2","9","","6","","6","6","11","0","104664","16842","81.4%","18700","26","w","15655.53","15655.53","795.12","795.12","344.47","450.65","0.0","0.0","0.0","2014-08-28","397.56","2014-09-23","2014-08-21","704","700","110277","9","","0","0","0","0","0","9","11","1","6","407127","333777","30343","6","5","5","88.5","1","0","0","11","166","7","113","6","20700","7","7","0","1"
"19607317","21830026","31450","31450","31450"," 60 months"," 23.43%","894.38","F","F1","Field Service Engineer","3 years","MORTGAGE","75000","Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607317","","credit_card","Credit card refinancing","old bridge","NJ","0","5","26239","42.9","61.9","29.58","0","0","1992-01-15 04:00","705","709","2","","","0","","30","3","20","0","96920","83418","50.8%","68900","39","f","30883.89","30883.89","1788.76","1788.76","566.11","1222.65","0.0","0.0","0.0","2014-08-25","894.38","2014-10-20","2014-08-21","829","825","16341","28","","0","0","0","0","0","","20","5","0","382636","317483","16710","12","6","7","100","0","0","0","7","153","11","250","0","126300","11","17","0","1"
"19696713","21919468","7000","7000","7000"," 36 months"," 12.49%","234.15","B","B5","Information Systems Supervisor","10+ years","MORTGAGE","142000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19696713","","debt_consolidation","Debt consolidation","NORTH LAS VEGAS","NV","0","4","1682","83.3","89.1","17.15","0","0","1993-06-16 05:00","675","679","0","","","15","","9","3","15","0","57460","29398","72.9%","15400","25","f","6675.74","6675.74","468.3","468.30","324.26","144.04","0.0","0.0","0.0","2014-08-28","234.15","2014-09-23","2014-08-21","679","675","43830","16","","0","0","0","0","0","","15","3","6","188830","140729","9382","11","6","6","100","0","0","0","6","79","8","110","6","40300","8","11","0","1"
"19726629","21949377","4375","4375","4375"," 36 months"," 13.35%","148.15","C","C2","intake speciality","2 years","MORTGAGE","35000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19726629","","credit_card","Credit card refinancing","HOUSTON","TX","0","3","5928","28.6","50.6","25.89","0","0","1996-09-16 05:00","695","699","1","42","","6","","5","3","20","0","30939","11687","44.9%","12000","43","w","4174.94","4174.94","296.3","296.30","200.06","96.24","0.0","0.0","0.0","2014-08-25","148.15","2014-10-20","2014-08-21","699","695","23046","18","","0","1","0","0","0","42","20","2","5","181995","154707","9100","9","2","8","97.6","0","0","0","21","213","7","135","5","26000","7","16","0","1"
"19607801","21830491","30000","30000","30000"," 60 months"," 20.20%","798.16","E","E3","House Manager","10+ years","RENT","90000","Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607801","","debt_consolidation","Debt consolidation","SAN FRANCISCO","CA","0","4","9071","42.9","61.7","7.04","0","0","2009-09-15 05:00","680","684","2","","","1","","3","0","16","0","20932","20772","53.8%","23700","17","w","29408.75","29408.75","1596.32","1596.32","591.25","1005.07","0.0","0.0","0.0","2014-08-28","798.16","2014-09-24","2014-08-21","704","700","0","16","","0","0","0","0","0","","16","2","3","39201","20932","1395","7","5","7","100","0","0","0","0","","10","57","3","38600","10","15","0","1"
"19106546","21309244","11925","11925","11925"," 60 months"," 25.80%","355.63","G","G1","shipping","10+ years","MORTGAGE","37000","Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19106546","","debt_consolidation","Debt consolidation","Auburn","NY","0","7","5782","50","60.7","18.65","0","0","2007-07-16 05:00","675","679","0","42","","11","","3","2","11","0","26133","10669","51.3%","14700","15","w","11724.38","11724.38","711.26","711.26","200.62","510.64","0.0","0.0","0.0","2014-08-28","355.63","2014-09-23","2014-08-21","719","715","17440","11","","0","1","0","0","0","42","11","5","3","124218","109940","9995","8","4","6","93.3","0","0","0","2","78","6","83","3","20800","6","9","0","1"
"19116051","21318783","12625","12625","12625"," 36 months"," 12.99%","425.33","C","C1","Claims/Admin","10+ years","MORTGAGE","40000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19116051","","debt_consolidation","Debt consolidation","Alpharetta","GA","0","2","1198","50","83.6","18.32","0","0","1991-05-15 05:00","700","704","0","","","10","","68","0","10","0","15563","9771","37.3%","7300","19","w","12044.55","12044.55","850.66","850.66","580.45","270.21","0.0","0.0","0.0","2014-09-08","425.33","2014-10-03","2014-08-21","754","750","9450","15","","0","0","0","0","0","","10","1","10","35665","15563","1556","5","2","2","100","0","0","0","4","171","6","277","10","26215","6","9","0","1"
"19147410","21350088","28000","28000","28000"," 60 months"," 18.99%","726.19","E","E1","Office Administrator","10+ years","MORTGAGE","75000","Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19147410","","debt_consolidation","Debt consolidation","Alexandria","VA","0","5","2364","60","88.6","17.78","0","0","2000-04-10 05:00","680","684","0","","111","8","","8","4","16","1","33242","23589","60.2%","20700","25","w","27429.34","27429.34","1452.38","1452.38","570.66","881.72","0.0","0.0","0.0","2014-08-28","726.19","2014-09-23","2014-08-21","729","725","12000","17","","1","0","0","0","0","","16","4","8","278200","240853","15053","5","5","5","100","0","0","0","4","60","12","170","8","39200","12","14","0","1"
"19597735","21820422","26375","26375","26375"," 60 months"," 18.24%","673.2","D","D5","Store Manager","3 years","MORTGAGE","60000","Source Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19597735","","debt_consolidation","Debt consolidation","INWOOD","WV","0","11","5598","37.5","57.9","15.8","0","0","2003-03-15 04:00","670","674","0","37","30","18","37","19","0","14","1","16947","8295","48.8%","13300","29","w","25826.26","25826.26","1346.4","1346.40","548.74","797.66","0.0","0.0","0.0","2014-08-28","673.2","2014-09-24","2014-08-21","654","650","12896","16","","0","1","0","0","1","37","14","0","19","29896","16947","1211","9","7","8","89.7","0","0","0","12","135","9","120","19","17000","9","12","0","1"
"19726474","21949234","12000","12000","12000"," 60 months"," 12.99%","272.98","C","C1","Retail sales consultant","1 year","OWN","45000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19726474","","debt_consolidation","Debt consolidation","TUSCALOOSA","AL","0","6","4991","0","34.3","21.89","0","0","2004-11-16 04:00","725","729","1","","","3","","16","1","18","0","59471","4626","21.8%","7600","27","f","11712.29","11712.29","545.96","545.96","287.71","258.25","0.0","0.0","0.0","2014-08-28","272.98","2014-09-24","2014-08-21","759","755","62869","16","","0","0","0","0","0","","18","2","10","222004","188839","11108","4","2","4","100","0","0","0","10","49","5","115","10","21200","5","13","0","1"
"19726656","21949403","5000","5000","5000"," 36 months"," 11.67%","165.29","B","B4","Application Engineer","3 years","RENT","65000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19726656","","credit_card","Credit card refinancing","WALLED LAKE","MI","0","2","0","100","102.6","13.74","1","0","2008-03-16 05:00","680","684","0","6","","14","6","15","0","14","0","17023","5696","42.9%","5000","33","w","4765.54","4765.54","330.58","330.58","234.46","96.12","0.0","0.0","0.0","2014-08-28","165.29","2014-09-23","2014-08-21","669","665","18525","13","6","0","0","0","0","0","","14","0","15","31104","17023","1216","7","5","5","100","0","0","0","20","73","7","75","15","12579","7","8","0","1"
"18516075","20678701","20000","20000","20000"," 36 months"," 10.15%","646.76","B","B2","Director - Bindings","10+ years","MORTGAGE","105000","Source Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=18516075","","debt_consolidation","Debt consolidation","Waterbury","VT","0","5","1048","100","95.4","25.83","0","0","1991-09-16 05:00","690","694","0","53","","8","66","8","8","12","0","89079","23503","87.7%","22800","30","f","19040.77","19040.77","1293.52","1293.52","959.23","334.29","0.0","0.0","0.0","2014-08-28","646.76","2014-09-23","2014-08-21","729","725","86404","12","68","0","0","0","0","0","","12","3","8","329704","303031","27548","6","4","4","90","0","0","0","10","273","6","142","8","26800","6","7","0","1"
"19716676","21939425","1500","1500","1500"," 36 months"," 13.35%","50.8","C","C2","accounts payable","5 years","RENT","42000","Not Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19716676","","debt_consolidation","Debt consolidation","RANCHO CUCAMONGA","CA","0","1","843","0","53.2","26.4","1","0","2000-11-16 04:00","665","669","2","19","71","6","","49","0","7","1","29230","1635","51.1%","1800","12","w","1431.40","1431.40","101.6","101.60","68.60","33.00","0.0","0.0","0.0","2014-08-28","50.8","2014-09-23","2014-08-21","664","660","35787","7","","1","0","0","0","0","19","6","1","5","38987","29230","5846","3","2","2","91.7","1","0","0","5","140","3","163","38","3200","3","4","567","1"
"14459926","16522219","8000","8000","8000"," 36 months"," 12.49%","267.6","B","B5","","n/a","MORTGAGE","44000","Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-27","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=14459926","","debt_consolidation","Debt consolidation","SAINT LOUIS","MO","0","4","0","100","102","26.12","0","0","1999-05-16 05:00","660","664","0","47","","17","47","12","3","10","0","59075","4181","76%","1500","34","w","7629.41","7629.41","535.2","535.20","370.59","164.61","0.0","0.0","0.0","2014-09-02","267.6","2014-09-27","2014-07-22","664","660","72838","11","47","0","3","0","0","0","47","10","2","7","141538","77568","7757","10","1","1","89.7","0","0","0","20","129","2","181","12","5500","2","2","12542","1"
"11306249","13218413","8400","8400","8400"," 36 months"," 11.67%","277.68","B","B4","locomotive engineer","10+ years","MORTGAGE","100000","Source Verified","2014-06-17","2014-07-01","2014-06-17","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=11306249","","home_improvement","Home improvement","olathe","KS","0","8","13292","20","42.2","16.93","0","0","1999-07-16 05:00","690","694","0","","","8","","19","6","16","0","53503","12321","30.7%","23000","24","w","8006.11","8006.11","555.36","555.36","393.89","161.47","0.0","0.0","0.0","2014-08-28","277.68","2014-09-25","2014-08-21","709","705","48904","14","","0","0","0","0","0","","16","3","7","299004","256387","16024","6","2","5","100","0","0","0","4","53","6","95","9","40100","6","12","0","1"
"19726520","21949279","7200","7200","7200"," 36 months"," 10.15%","232.84","B","B2","Documentation Coordinator","< 1 year","MORTGAGE","40000","Not Verified","2014-06-16","2014-06-30","2014-06-17","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19726520","","credit_card","Credit card refinancing","DENVER","CO","0","8","550","100","91.9","11.18","0","0","1992-04-16 05:00","665","669","0","58","39","9","","10","4","9","1","10684","7082","70.8%","6800","27","w","6854.67","6854.67","465.68","465.68","345.33","120.35","0.0","0.0","0.0","2014-08-28","232.84","2014-09-23","2014-08-21","689","685","6490","18","","1","0","0","0","0","","9","3","8","147862","141199","15689","8","2","2","95.7","0","0","0","5","149","6","266","10","10000","6","6","16305","1"
"19766484","21989246","20000","20000","20000"," 36 months","  8.39%","630.34","A","A5","Residential Sales Mgr ","10+ years","MORTGAGE","48000","Source Verified","2014-06-16","2014-06-30","2014-06-17","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19766484","","debt_consolidation","Debt consolidation","WHITEHOUSE","TX","0","9","41326","16.7","30.8","23.35","0","0","1997-10-16 05:00","740","744","0","","","10","","6","1","26","0","33566","24141","31.3%","59700","49","f","19015.56","19015.56","1260.68","1260.68","984.44","276.24","0.0","0.0","0.0","2014-08-28","630.34","2014-09-24","2014-08-21","769","765","14290","36","","0","0","0","0","0","","26","3","4","177011","109338","4556","17","4","13","100","0","0","0","12","146","7","200","4","77200","7","23","0","1"
